Degree,Specialization,state_abbr,12percentage,Specialization_Degree,Performance_Bin,Performance_Specialization,Degree_State,12percentage_normalized
B.Tech/B.E.,electronics and communication engineering, ACT,0.9187890545692438,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.9187890545692438
B.Tech/B.E.,information technology, NSW,0.8556249859008777,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ NSW,0.8556249859008777
B.Tech/B.E.,information technology, VIC,0.6594554354936949,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ VIC,0.6594554354936949
B.Tech/B.E.,computer science & engineering, ACT,0.6174062126373255,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ ACT,0.6174062126373255
B.Tech/B.E.,electronics and communication engineering, NT,0.6246249633422817,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NT,0.6246249633422817
B.Tech/B.E.,computer science & engineering, WA,0.6383405896816982,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ WA,0.6383405896816982
B.Tech/B.E.,computer engineering, TAS,0.36168196891425486,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ TAS,0.36168196891425486
MCA,computer application, VIC,0.6805702813056916,computer application_MCA,80-100,80-100_computer application,MCA_ VIC,0.6805702813056916
B.Tech/B.E.,telecommunication engineering, SA,0.8935234271018971,telecommunication engineering_B.Tech/B.E.,80-100,80-100_telecommunication engineering,B.Tech/B.E._ SA,0.8935234271018971
B.Tech/B.E.,computer engineering, SA,0.5271718288253741,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ SA,0.5271718288253741
B.Tech/B.E.,metallurgical engineering, NT,0.7220780978591893,metallurgical engineering_B.Tech/B.E.,80-100,80-100_metallurgical engineering,B.Tech/B.E._ NT,0.7220780978591893
B.Tech/B.E.,electronics and communication engineering, WA,0.639062464752194,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ WA,0.639062464752194
B.Tech/B.E.,electronics and communication engineering, SA,0.761781226736448,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ SA,0.761781226736448
B.Tech/B.E.,information technology, VIC,0.815921857023619,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ VIC,0.815921857023619
B.Tech/B.E.,information technology, WA,0.5271718288253741,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ WA,0.5271718288253741
B.Tech/B.E.,information technology, SA,0.6534999661621063,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ SA,0.6534999661621063
M.Tech./M.E.,computer science & engineering, NSW,0.6174062126373255,computer science & engineering_M.Tech./M.E.,70-80,70-80_computer science & engineering,M.Tech./M.E._ NSW,0.6174062126373255
B.Tech/B.E.,computer engineering, WA,0.584921834465023,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ WA,0.584921834465023
B.Tech/B.E.,information technology, QLD,0.761781226736448,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ QLD,0.761781226736448
B.Tech/B.E.,computer engineering, NT,0.6697421552482575,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ NT,0.6697421552482575
B.Tech/B.E.,electronics and communication engineering, VIC,0.7653906020889262,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.7653906020889262
B.Tech/B.E.,electronics and communication engineering, WA,0.7437343499740577,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.7437343499740577
B.Tech/B.E.,computer science & engineering, NSW,0.9115703038642874,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.9115703038642874
B.Tech/B.E.,computer science & engineering, NSW,0.3827968147262516,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ NSW,0.3827968147262516
B.Tech/B.E.,electronics and communication engineering, VIC,0.7256874732116673,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ VIC,0.7256874732116673
B.Tech/B.E.,applied electronics and instrumentation, SA,0.6053148052065239,applied electronics and instrumentation_B.Tech/B.E.,70-80,70-80_applied electronics and instrumentation,B.Tech/B.E._ SA,0.6053148052065239
B.Tech/B.E.,electronics & instrumentation eng, QLD,0.6895937196868868,electronics & instrumentation eng_B.Tech/B.E.,80-100,80-100_electronics & instrumentation eng,B.Tech/B.E._ QLD,0.6895937196868868
B.Tech/B.E.,electronics and communication engineering, ACT,0.640867152428433,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ ACT,0.640867152428433
B.Tech/B.E.,electronics and electrical engineering, NSW,0.5722890207313497,electronics and electrical engineering_B.Tech/B.E.,70-80,70-80_electronics and electrical engineering,B.Tech/B.E._ NSW,0.5722890207313497
B.Tech/B.E.,information technology, NSW,0.8881093640731802,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ NSW,0.8881093640731802
B.Tech/B.E.,computer science & engineering, TAS,0.49107807530059333,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ TAS,0.49107807530059333
B.Tech/B.E.,electronics & telecommunications, QLD,0.5271718288253741,electronics & telecommunications_B.Tech/B.E.,70-80,70-80_electronics & telecommunications,B.Tech/B.E._ QLD,0.5271718288253741
B.Tech/B.E.,computer engineering, NSW,0.5416093302352861,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ NSW,0.5416093302352861
B.Tech/B.E.,information technology, WA,0.9602968711227412,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ WA,0.9602968711227412
B.Tech/B.E.,electronics and communication engineering, WA,0.31367727672629686,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.31367727672629686
B.Tech/B.E.,mechanical engineering, QLD,0.693203095039365,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ QLD,0.693203095039365
B.Tech/B.E.,computer science & engineering, VIC,0.24148976967673563,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ VIC,0.24148976967673563
B.Tech/B.E.,information science engineering, NT,0.5777030837600668,information science engineering_B.Tech/B.E.,70-80,70-80_information science engineering,B.Tech/B.E._ NT,0.5777030837600668
B.Tech/B.E.,computer science & engineering, NSW,0.5271718288253741,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NSW,0.5271718288253741
B.Tech/B.E.,electronics and communication engineering, ACT,0.40084369148864185,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ ACT,0.40084369148864185
B.Tech/B.E.,computer science & engineering, NT,0.5740937084075887,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NT,0.5740937084075887
B.Tech/B.E.,computer science & engineering, NSW,0.3977757224390356,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ NSW,0.3977757224390356
B.Tech/B.E.,information technology, NT,0.6534999661621063,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NT,0.6534999661621063
M.Tech./M.E.,electronics and communication engineering, WA,0.8790859256919848,electronics and communication engineering_M.Tech./M.E.,80-100,80-100_electronics and communication engineering,M.Tech./M.E._ WA,0.8790859256919848
B.Tech/B.E.,electronics & instrumentation eng, NSW,0.5841999593945274,electronics & instrumentation eng_B.Tech/B.E.,70-80,70-80_electronics & instrumentation eng,B.Tech/B.E._ NSW,0.5841999593945274
B.Tech/B.E.,information technology, NSW,0.5993593358749353,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ NSW,0.5993593358749353
B.Tech/B.E.,electronics and communication engineering, NSW,0.9458593697128291,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.9458593697128291
B.Tech/B.E.,computer engineering, QLD,0.5452187055877643,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ QLD,0.5452187055877643
B.Tech/B.E.,electronics and communication engineering, TAS,0.6354530893997158,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ TAS,0.6354530893997158
B.Tech/B.E.,computer engineering, NSW,0.8538202982246385,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ NSW,0.8538202982246385
B.Tech/B.E.,electronics and communication engineering, QLD,0.6715468429244965,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ QLD,0.6715468429244965
B.Tech/B.E.,electronics and communication engineering, WA,0.5271718288253741,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ WA,0.5271718288253741
B.Tech/B.E.,computer science & engineering, WA,0.6101874619323694,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ WA,0.6101874619323694
B.Tech/B.E.,computer science & engineering, NSW,0.6895937196868868,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.6895937196868868
B.Tech/B.E.,applied electronics and instrumentation, WA,0.5271718288253741,applied electronics and instrumentation_B.Tech/B.E.,70-80,70-80_applied electronics and instrumentation,B.Tech/B.E._ WA,0.5271718288253741
B.Tech/B.E.,computer science & engineering, WA,0.815921857023619,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ WA,0.815921857023619
B.Tech/B.E.,computer science & engineering, NT,0.6942859076451083,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NT,0.6942859076451083
MCA,computer application, NT,0.2925624309143001,computer application_MCA,50-60,50-60_computer application,MCA_ NT,0.2925624309143001
B.Tech/B.E.,computer science & engineering, QLD,0.31060930767669037,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ QLD,0.31060930767669037
B.Tech/B.E.,electronics and electrical engineering, QLD,0.3936249407836857,electronics and electrical engineering_B.Tech/B.E.,60-70,60-70_electronics and electrical engineering,B.Tech/B.E._ QLD,0.3936249407836857
B.Tech/B.E.,electrical engineering, SA,0.6679374675720183,electrical engineering_B.Tech/B.E.,70-80,70-80_electrical engineering,B.Tech/B.E._ SA,0.6679374675720183
B.Tech/B.E.,electronics & telecommunications, TAS,0.458593697128291,electronics & telecommunications_B.Tech/B.E.,60-70,60-70_electronics & telecommunications,B.Tech/B.E._ TAS,0.458593697128291
B.Tech/B.E.,mechanical engineering, VIC,0.5777030837600668,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ VIC,0.5777030837600668
B.Tech/B.E.,computer science & engineering, QLD,0.4188905682510321,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.4188905682510321
MCA,computer application, NT,0.11209366329039705,computer application_MCA,Below 50,Below 50_computer application,MCA_ NT,0.11209366329039705
B.Tech/B.E.,electronics and communication engineering, WA,0.6354530893997158,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ WA,0.6354530893997158
B.Tech/B.E.,electronics and communication engineering, WA,0.5199530781204179,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ WA,0.5199530781204179
B.Tech/B.E.,electronics and communication engineering, NSW,0.4369374450134226,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NSW,0.4369374450134226
B.Tech/B.E.,information technology, WA,0.3797288456766451,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ WA,0.3797288456766451
B.Tech/B.E.,computer science & engineering, ACT,0.707640596449277,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ ACT,0.707640596449277
B.Tech/B.E.,electrical engineering, NSW,0.7689999774414041,electrical engineering_B.Tech/B.E.,80-100,80-100_electrical engineering,B.Tech/B.E._ NSW,0.7689999774414041
B.Tech/B.E.,computer science & engineering, NSW,0.8050937309661849,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.8050937309661849
B.Tech/B.E.,computer engineering, NT,0.40084369148864185,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ NT,0.40084369148864185
B.Tech/B.E.,electronics and communication engineering, QLD,0.7220780978591893,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ QLD,0.7220780978591893
B.Tech/B.E.,electronics and communication engineering, QLD,0.882695301044463,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ QLD,0.882695301044463
B.Tech/B.E.,computer science & engineering, NT,0.5993593358749353,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NT,0.5993593358749353
B.Tech/B.E.,electronics and electrical engineering, ACT,0.6354530893997158,electronics and electrical engineering_B.Tech/B.E.,70-80,70-80_electronics and electrical engineering,B.Tech/B.E._ ACT,0.6354530893997158
B.Tech/B.E.,instrumentation and control engineering, SA,0.3322655597915588,instrumentation and control engineering_B.Tech/B.E.,60-70,60-70_instrumentation and control engineering,B.Tech/B.E._ SA,0.3322655597915588
B.Tech/B.E.,computer science & engineering, NSW,0.7798281034988382,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.7798281034988382
B.Tech/B.E.,information technology, WA,0.3286561844390806,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ WA,0.3286561844390806
B.Tech/B.E.,electronics and communication engineering, VIC,0.5777030837600668,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ VIC,0.5777030837600668
B.Tech/B.E.,electronics and communication engineering, QLD,0.6805702813056916,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ QLD,0.6805702813056916
B.Tech/B.E.,information technology, ACT,0.7924609172325116,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ ACT,0.7924609172325116
B.Tech/B.E.,computer engineering, SA,0.5358343296713214,computer engineering_B.Tech/B.E.,70-80,70-80_computer engineering,B.Tech/B.E._ SA,0.5358343296713214
B.Tech/B.E.,electronics & telecommunications, NT,0.5921405851699789,electronics & telecommunications_B.Tech/B.E.,70-80,70-80_electronics & telecommunications,B.Tech/B.E._ NT,0.5921405851699789
B.Tech/B.E.,computer science & engineering, NT,0.7852421665275554,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NT,0.7852421665275554
B.Tech/B.E.,electronics and communication engineering, NT,0.4730311985382031,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NT,0.4730311985382031
MCA,computer application, NT,0.42610931895598847,computer application_MCA,60-70,60-70_computer application,MCA_ NT,0.42610931895598847
B.Tech/B.E.,electronics and communication engineering, NT,0.3827968147262516,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ NT,0.3827968147262516
B.Tech/B.E.,computer science & engineering, WA,0.31060930767669037,computer science & engineering_B.Tech/B.E.,50-60,50-60_computer science & engineering,B.Tech/B.E._ WA,0.31060930767669037
B.Tech/B.E.,electronics and communication engineering, QLD,0.42610931895598847,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ QLD,0.42610931895598847
B.Tech/B.E.,computer science & engineering, VIC,0.6101874619323694,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ VIC,0.6101874619323694
B.Tech/B.E.,computer engineering, NSW,0.31060930767669037,computer engineering_B.Tech/B.E.,50-60,50-60_computer engineering,B.Tech/B.E._ NSW,0.31060930767669037
B.Tech/B.E.,computer science & engineering, NSW,0.4369374450134226,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ NSW,0.4369374450134226
B.Tech/B.E.,computer science & engineering, VIC,0.9675156218276976,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ VIC,0.9675156218276976
B.Tech/B.E.,electronics and communication engineering, ACT,0.1301405400527873,electronics and communication engineering_B.Tech/B.E.,Below 50,Below 50_electronics and communication engineering,B.Tech/B.E._ ACT,0.1301405400527873
B.Tech/B.E.,information technology, TAS,0.6534999661621063,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ TAS,0.6534999661621063
MCA,computer application, NSW,0.09097881747840031,computer application_MCA,Below 50,Below 50_computer application,MCA_ NSW,0.09097881747840031
B.Tech/B.E.,electronics and communication engineering, NSW,0.7437343499740577,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.7437343499740577
B.Tech/B.E.,electronics and electrical engineering, QLD,0.6955491890184756,electronics and electrical engineering_B.Tech/B.E.,80-100,80-100_electronics and electrical engineering,B.Tech/B.E._ QLD,0.6955491890184756
B.Tech/B.E.,information technology, VIC,0.49107807530059333,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ VIC,0.49107807530059333
B.Tech/B.E.,electronics and communication engineering, NT,0.9855624985900878,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NT,0.9855624985900878
B.Tech/B.E.,electronics and communication engineering, ACT,0.4730311985382031,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ ACT,0.4730311985382031
B.Tech/B.E.,computer science & engineering, TAS,0.40445306684112003,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ TAS,0.40445306684112003
B.Tech/B.E.,electronics and communication engineering, NSW,0.942249994360351,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.942249994360351
B.Tech/B.E.,electronics and communication engineering, ACT,0.31060930767669037,electronics and communication engineering_B.Tech/B.E.,50-60,50-60_electronics and communication engineering,B.Tech/B.E._ ACT,0.31060930767669037
B.Tech/B.E.,instrumentation and control engineering, NT,0.5055155767105056,instrumentation and control engineering_B.Tech/B.E.,70-80,70-80_instrumentation and control engineering,B.Tech/B.E._ NT,0.5055155767105056
B.Tech/B.E.,computer science & engineering, SA,0.6101874619323694,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ SA,0.6101874619323694
B.Tech/B.E.,computer science & engineering, NSW,0.8466015475196825,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NSW,0.8466015475196825
B.Tech/B.E.,computer science & engineering, WA,0.6282343386947596,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ WA,0.6282343386947596
B.Tech/B.E.,electronics and communication engineering, QLD,0.43874213268966133,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ QLD,0.43874213268966133
M.Tech./M.E.,computer engineering, QLD,0.639062464752194,computer engineering_M.Tech./M.E.,70-80,70-80_computer engineering,M.Tech./M.E._ QLD,0.639062464752194
B.Tech/B.E.,electronics engineering, NT,0.5452187055877643,electronics engineering_B.Tech/B.E.,70-80,70-80_electronics engineering,B.Tech/B.E._ NT,0.5452187055877643
B.Tech/B.E.,electrical engineering, TAS,0.6047733989036522,electrical engineering_B.Tech/B.E.,70-80,70-80_electrical engineering,B.Tech/B.E._ TAS,0.6047733989036522
B.Tech/B.E.,computer engineering, NSW,0.3286561844390806,computer engineering_B.Tech/B.E.,60-70,60-70_computer engineering,B.Tech/B.E._ NSW,0.3286561844390806
B.Tech/B.E.,computer science & engineering, NT,0.49107807530059333,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ NT,0.49107807530059333
B.Tech/B.E.,computer science & engineering, VIC,0.6313023077443659,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ VIC,0.6313023077443659
B.Tech/B.E.,computer science & engineering, NSW,0.5560468316451984,computer science & engineering_B.Tech/B.E.,70-80,70-80_computer science & engineering,B.Tech/B.E._ NSW,0.5560468316451984
B.Tech/B.E.,industrial & production engineering, VIC,0.6174062126373255,industrial & production engineering_B.Tech/B.E.,70-80,70-80_industrial & production engineering,B.Tech/B.E._ VIC,0.6174062126373255
B.Tech/B.E.,electronics and communication engineering, NSW,0.9133749915405266,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ NSW,0.9133749915405266
B.Tech/B.E.,computer science & engineering, NT,0.9025468654830923,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ NT,0.9025468654830923
B.Tech/B.E.,computer science & engineering, VIC,0.40445306684112003,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ VIC,0.40445306684112003
B.Tech/B.E.,information technology, ACT,0.283538992533105,information technology_B.Tech/B.E.,50-60,50-60_information technology,B.Tech/B.E._ ACT,0.283538992533105
MCA,computer application, ACT,0.17525773195876315,computer application_MCA,50-60,50-60_computer application,MCA_ ACT,0.17525773195876315
B.Tech/B.E.,computer engineering, SA,0.7798281034988382,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ SA,0.7798281034988382
B.Tech/B.E.,electronics and communication engineering, WA,0.6968124703918429,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ WA,0.6968124703918429
B.Tech/B.E.,mechanical engineering, NT,0.33587493514403677,mechanical engineering_B.Tech/B.E.,60-70,60-70_mechanical engineering,B.Tech/B.E._ NT,0.33587493514403677
B.Tech/B.E.,electronics and communication engineering, WA,0.40084369148864185,electronics and communication engineering_B.Tech/B.E.,60-70,60-70_electronics and communication engineering,B.Tech/B.E._ WA,0.40084369148864185
B.Tech/B.E.,electrical engineering, SA,0.8520156105483995,electrical engineering_B.Tech/B.E.,80-100,80-100_electrical engineering,B.Tech/B.E._ SA,0.8520156105483995
B.Tech/B.E.,information technology, NSW,0.4333280696609444,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ NSW,0.4333280696609444
B.Tech/B.E.,information science engineering, WA,0.581312459112545,information science engineering_B.Tech/B.E.,70-80,70-80_information science engineering,B.Tech/B.E._ WA,0.581312459112545
B.Tech/B.E.,computer engineering, WA,0.18734913938956466,computer engineering_B.Tech/B.E.,50-60,50-60_computer engineering,B.Tech/B.E._ WA,0.18734913938956466
B.Tech/B.E.,computer engineering, SA,0.8745742065013874,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ SA,0.8745742065013874
B.Tech/B.E.,information technology, VIC,0.9301585869295496,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ VIC,0.9301585869295496
B.Tech/B.E.,mechanical engineering, NSW,0.5416093302352861,mechanical engineering_B.Tech/B.E.,70-80,70-80_mechanical engineering,B.Tech/B.E._ NSW,0.5416093302352861
B.Tech/B.E.,computer science & engineering, VIC,0.6895937196868868,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ VIC,0.6895937196868868
B.Tech/B.E.,computer science & engineering, QLD,0.8123124816711408,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ QLD,0.8123124816711408
B.Tech/B.E.,information technology, TAS,0.3827968147262516,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ TAS,0.3827968147262516
B.Tech/B.E.,industrial engineering, VIC,0.49107807530059333,industrial engineering_B.Tech/B.E.,60-70,60-70_industrial engineering,B.Tech/B.E._ VIC,0.49107807530059333
B.Tech/B.E.,electronics and communication engineering, ACT,0.7368765368043494,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.7368765368043494
B.Tech/B.E.,electronics & instrumentation eng, NSW,0.5632655823501546,electronics & instrumentation eng_B.Tech/B.E.,70-80,70-80_electronics & instrumentation eng,B.Tech/B.E._ NSW,0.5632655823501546
B.Tech/B.E.,civil engineering, NT,0.8520156105483995,civil engineering_B.Tech/B.E.,80-100,80-100_civil engineering,B.Tech/B.E._ NT,0.8520156105483995
B.Tech/B.E.,mechanical engineering, NSW,0.18428117033995828,mechanical engineering_B.Tech/B.E.,50-60,50-60_mechanical engineering,B.Tech/B.E._ NSW,0.18428117033995828
B.Tech/B.E.,electronics and communication engineering, ACT,0.7112499718017552,electronics and communication engineering_B.Tech/B.E.,80-100,80-100_electronics and communication engineering,B.Tech/B.E._ ACT,0.7112499718017552
B.Tech/B.E.,information technology, WA,0.47591869882018545,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ WA,0.47591869882018545
B.Tech/B.E.,information technology, QLD,0.5210358907261613,information technology_B.Tech/B.E.,70-80,70-80_information technology,B.Tech/B.E._ QLD,0.5210358907261613
B.Tech/B.E.,mechanical engineering, NT,0.7112499718017552,mechanical engineering_B.Tech/B.E.,80-100,80-100_mechanical engineering,B.Tech/B.E._ NT,0.7112499718017552
B.Tech/B.E.,computer engineering, QLD,0.7392226307834601,computer engineering_B.Tech/B.E.,80-100,80-100_computer engineering,B.Tech/B.E._ QLD,0.7392226307834601
B.Tech/B.E.,information technology, NSW,0.8014843556137067,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ NSW,0.8014843556137067
B.Tech/B.E.,computer science & engineering, QLD,0.4730311985382031,computer science & engineering_B.Tech/B.E.,60-70,60-70_computer science & engineering,B.Tech/B.E._ QLD,0.4730311985382031
B.Tech/B.E.,electronics and communication engineering, NSW,0.6354530893997158,electronics and communication engineering_B.Tech/B.E.,70-80,70-80_electronics and communication engineering,B.Tech/B.E._ NSW,0.6354530893997158
B.Tech/B.E.,information technology, WA,0.9061562408355704,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ WA,0.9061562408355704
B.Tech/B.E.,information technology, VIC,0.4080624421935982,information technology_B.Tech/B.E.,60-70,60-70_information technology,B.Tech/B.E._ VIC,0.4080624421935982
B.Tech/B.E.,computer science & engineering, TAS,0.8881093640731802,computer science & engineering_B.Tech/B.E.,80-100,80-100_computer science & engineering,B.Tech/B.E._ TAS,0.8881093640731802
B.Tech/B.E.,electrical engineering, ACT,0.23842180062712914,electrical engineering_B.Tech/B.E.,50-60,50-60_electrical engineering,B.Tech/B.E._ ACT,0.23842180062712914
B.Tech/B.E.,computer science and technology, NSW,0.815921857023619,computer science and technology_B.Tech/B.E.,80-100,80-100_computer science and technology,B.Tech/B.E._ NSW,0.815921857023619
B.Tech/B.E.,information technology, QLD,0.7653906020889262,information technology_B.Tech/B.E.,80-100,80-100_information technology,B.Tech/B.E._ QLD,0.7653906020889262
